name,TUITIONFEE_IN,TUITIONFEE_OUT,ADM_RATE_ALL,SAT_AVG_ALL
Colorado Northwestern Community College,3943,6257,NULL,NULL
Colorado School of Mines,18386,37436,0.557167075,1391
Colorado School of Trades,NULL,NULL,NULL,NULL
Colorado State University-Fort Collins,11395,28903,0.826209102,1212
Colorado Technical University-Colorado Springs,11689,11689,NULL,NULL
Community College of Aurora,3702,13896,NULL,NULL
CollegeAmerica-Denver,16968,16968,NULL,NULL
Technical College of the Rockies,NULL,NULL,NULL,NULL
Community College of Denver,3909,14673,NULL,NULL
Lincoln College of Technology-Denver,NULL,NULL,NULL,NULL
Denver Seminary,NULL,NULL,NULL,NULL
University of Denver,48669,48669,0.580486334,1294
Emily Griffith Technical College,NULL,NULL,NULL,NULL
Fort Lewis College,8609,18761,0.832103734,1123
Front Range Community College,3908,14783,NULL,NULL
Glenwood Beauty Academy,NULL,NULL,NULL,NULL
Iliff School of Theology,NULL,NULL,NULL,NULL
International Salon and Spa Academy,NULL,NULL,NULL,NULL
Lamar Community College,3908,6221,NULL,NULL
Colorado Mesa University,8374,20330,0.816671441,1066
Metropolitan State University of Denver,7352,20149,0.642675995,1010
Morgan Community College,3677,14441,NULL,NULL
Naropa University,31790,31790,1,NULL
National American University-Colorado Springs,15000,15000,NULL,NULL
Nazarene Bible College,11760,11760,NULL,NULL
Northeastern Junior College,4941,7110,NULL,NULL
University of Northern Colorado,9546,21132,0.890790001,1107
Otero Junior College,3856,6169,NULL,NULL
Altierus Career College-Thornton,12510,12510,NULL,NULL
Pikes Peak Community College,3726,14491,NULL,NULL
Pueblo Community College,5050,15810,NULL,NULL
Red Rocks Community College,4008,14773,NULL,NULL
Regis University,35610,35610,0.599214943,1150
Rocky Mountain College of Art and Design,17963,17963,NULL,NULL
Montessori Education Center of the Rockies,NULL,NULL,1,NULL
Colorado State University-Pueblo,10090,25547,0.953381929,1043
Pickens Technical College,4510,7990,NULL,NULL
Intellitec College-Colorado Springs,NULL,NULL,NULL,NULL
Intellitec College-Grand Junction,NULL,NULL,NULL,NULL
Trinidad State Junior College,5027,7918,NULL,NULL
United States Air Force Academy,0,0,0.119192315,1334
Empire Beauty School-Thornton,NULL,NULL,NULL,NULL
Western State Colorado University,9802,21274,0.859774821,1120
Albertus Magnus College,31140,31140,0.638799571,930
Paul Mitchell the School-Danbury,NULL,NULL,NULL,NULL
Asnuntuck Community College,4356,12908,NULL,NULL
Bais Binyomin Academy,8000,8000,0.8,NULL
Branford Hall Career Institute-Branford Campus,NULL,NULL,NULL,NULL
Lincoln College of New England-Southington,20050,20050,NULL,NULL
University of Bridgeport,32250,32250,0.538945514,969
Central Connecticut State University,10225,22914,0.667598475,1071
Charter Oak State College,7983,10437,NULL,NULL
Cortiva Institute-Newington,NULL,NULL,NULL,NULL
Connecticut College,52850,52850,0.379646669,NULL
Porter and Chester Institute of Branford,17220,17220,NULL,NULL
University of Connecticut,14880,36948,0.565938885,1249
Goodwin College,20888,20888,NULL,NULL
Lincoln Technical Institute-East Windsor,NULL,NULL,NULL,NULL
Eastern Connecticut State University,10919,23608,0.658111824,NULL
Fairfield University,47165,47165,0.605633803,NULL
Paul Mitchell the School-North Haven,NULL,NULL,NULL,NULL
Capital Community College,4356,12908,NULL,NULL
Rensselaer at Hartford,NULL,NULL,0.431684184,1405
American Institute-West Hartford,NULL,NULL,NULL,NULL
Hartford Seminary,NULL,NULL,NULL,NULL
University of Hartford,38910,38910,0.808943958,1140
Holy Apostles College and Seminary,7750,7750,NULL,NULL
Housatonic Community College,4276,12848,NULL,NULL
Manchester Community College,4276,12828,NULL,NULL
Naugatuck Valley Community College,4316,12868,NULL,NULL
Middlesex Community College,4276,12828,NULL,NULL
Mitchell College,32442,32442,0.779661017,NULL
Three Rivers Community College,4356,12888,NULL,NULL
Lincoln Technical Institute-New Britain,NULL,NULL,NULL,NULL
New England Tractor Trailer Training School of Connecticut,NULL,NULL,NULL,NULL
University of New Haven,38170,38170,0.877624837,1124
Norwalk Community College,4336,12888,NULL,NULL
Northwestern Connecticut Community College,4306,12858,NULL,NULL
Paier College of Art Inc,17070,17070,NULL,NULL
Porter and Chester Institute of Stratford,17220,17220,NULL,NULL
Post University,16610,16610,0.634955752,NULL
Quinebaug Valley Community College,4306,12858,NULL,NULL
Quinnipiac University,46780,46780,0.738752209,1184
Sacred Heart University,39820,39820,0.602782226,NULL
University of Saint Joseph,38033,38033,0.902927581,1064
Gateway Community College,4316,12868,NULL,NULL
St Vincent's College,15563,15563,0.972972973,960
Southern Connecticut State University,10538,23226,0.649181798,1028
Stone Academy-West Haven,NULL,NULL,NULL,NULL
Tri-State College of Acupuncture,NULL,NULL,NULL,NULL
Trinity College,54770,54770,0.338701726,1370
Tunxis Community College,4276,12828,NULL,NULL
Wesleyan University,52804,52804,0.162864078,NULL
Western Connecticut State University,10418,23107,0.708340681,NULL
Yale-New Haven Hospital Dietetic Internship,NULL,NULL,NULL,NULL
Yale University,51400,51400,0.069253931,1520
Margaret H Rollins School of Nursing at Beebe Medical Center,NULL,NULL,NULL,NULL
Dawn Career Institute LLC,NULL,NULL,NULL,NULL
Delaware Technical Community College-Terry,4848,11372,NULL,NULL
Delaware State University,7868,16904,0.451807229,918
University of Delaware,13160,33150,0.628853001,1250
Goldey-Beacom College,23850,23850,0.517704518,NULL
Schilling-Douglas School of Hair Design LLC,NULL,NULL,NULL,NULL
Wesley College,26406,26406,0.615109202,903
Wilmington University,10940,10940,NULL,NULL
American University,46615,46615,0.294026419,1294
Catholic University of America,44060,44060,0.825786267,NULL
University of the District of Columbia,5756,12092,NULL,NULL
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,NULL,NULL,NULL,NULL
Gallaudet University,16558,16558,0.590051458,916
George Washington University,53518,53518,0.409789899,1386
Georgetown University,52300,52300,0.156788743,1451
Howard University,25697,25697,0.414154029,1201
Strayer University-District of Columbia,13857,13857,NULL,NULL
National Conservatory of Dramatic Arts,9900,9900,1,NULL
Trinity Washington University,23690,23690,0.922758621,NULL
Wesley Theological Seminary,NULL,NULL,NULL,NULL
Wyotech-Daytona,NULL,NULL,NULL,NULL
The Art Institute of Fort Lauderdale,17698,17698,NULL,NULL
Atlantic Technical College,NULL,NULL,NULL,NULL
The Baptist College of Florida,11100,11100,0.619469027,968
Barry University,29850,29850,0.850673434,970
Bethune-Cookman University,14410,14410,NULL,NULL
Lynn University,37510,37510,0.846307385,NULL
North Florida Technical College,NULL,NULL,NULL,NULL
Eastern Florida State College,2496,9739,NULL,NULL
Broward College,1415,4476,NULL,NULL
Carlos Albizu University-Miami,12444,12444,0.739534884,NULL
College of Central Florida,2570,10126,NULL,NULL
Johnson University Florida,14920,14920,0.965116279,1073
University of Central Florida,6368,22467,0.49903165,1249
Charlotte Technical College,2909,11365,NULL,NULL
Chipola College,3120,8950,NULL,NULL
Lorenzo Walker Technical College,NULL,NULL,NULL,NULL
Daytona State College,3109,11998,NULL,NULL
South University-West Palm Beach,17014,17014,NULL,NULL
Eckerd College,43044,43044,0.727292818,1207
Florida SouthWestern State College,3401,12979,NULL,NULL
Edward Waters College,13525,13525,0.604515908,885
Embry-Riddle Aeronautical University-Daytona Beach,34822,34822,0.737117347,1217
Florida Agricultural and Mechanical University,5785,17725,0.456259127,1044
Florida Atlantic University,4831,17276,0.600092251,1149
Florida State College at Jacksonville,2878,9992,NULL,NULL
Flagler College-St Augustine,18200,18200,0.565941882,1093
Florida College,17142,17142,0.737642586,1000
Concorde Career Institute-Jacksonville,NULL,NULL,0.744117647,NULL
Concorde Career Institute-Miramar,NULL,NULL,0.75,NULL
Concorde Career Institute-Tampa,NULL,NULL,0.818548387,NULL
AdventHealth University,14400,14400,0.968454259,1019
Florida Institute of Technology,41240,41240,0.634636997,1243
Florida Institute of Ultrasound Inc,NULL,NULL,NULL,NULL
Florida International University,6556,18954,0.540719745,1172
Florida Keys Community College,3276,13162,NULL,NULL
Florida Memorial University,15536,15536,0.27330197,NULL
Florida Career College-Miami,NULL,NULL,NULL,NULL
Florida School of Massage,NULL,NULL,NULL,NULL
Florida Southern College,34774,34774,0.51462477,1218
Florida State University,5656,18786,0.491905813,1304
Florida Technical College,NULL,NULL,NULL,NULL
University of Florida,6381,28659,0.426597582,1346
Fort Pierce Beauty Academy,NULL,NULL,NULL,NULL
Full Sail University,23694,23694,NULL,NULL
George Stone Technical College,NULL,NULL,NULL,NULL
George T Baker Aviation Technical College,NULL,NULL,NULL,NULL
Gulf Coast State College,2370,8633,NULL,NULL
Key College,11085,11085,0.666666667,NULL
Hillsborough Community College,2506,9111,NULL,NULL
Hobe Sound Bible College,6595,6595,NULL,NULL
Hollywood Institute of Beauty Careers,NULL,NULL,NULL,NULL
Cortiva Institute-Florida,NULL,NULL,NULL,NULL
Indian River State College,2764,10201,NULL,NULL
Sanford-Brown College-Tampa,NULL,NULL,NULL,NULL
International Academy,NULL,NULL,NULL,NULL
AI Miami International University of Art and Design,17698,17698,NULL,NULL
Jacksonville University,35260,35260,0.867024849,1147
Keiser University-Ft Lauderdale,19224,19224,NULL,NULL
La Belle Beauty School,NULL,NULL,NULL,NULL
Florida Gateway College,3100,11747,NULL,NULL
Lake Technical College,NULL,NULL,NULL,NULL
Lake-Sumter State College,3172,13276,NULL,NULL
Fort Myers Technical College,NULL,NULL,NULL,NULL
Lively Technical Center,NULL,NULL,NULL,NULL
Lindsey Hopkins Technical College,NULL,NULL,NULL,NULL
Loraines Academy & Spa,NULL,NULL,NULL,NULL
Luther Rice College & Seminary,7240,7240,0.548387097,NULL
State College of Florida-Manatee-Sarasota,3074,11606,NULL,NULL
Manatee Technical College,NULL,NULL,NULL,NULL
Traviss Technical College,3251,11805,NULL,NULL
Merryfield School of Pet Grooming,NULL,NULL,NULL,NULL
Trinity International University-Florida,12450,12450,0.75,1129
Miami Lakes Educational Center and Technical College,NULL,NULL,NULL,NULL
Miami Dade College,2838,9661,NULL,NULL
University of Miami,48484,48484,0.357040277,1366
Orange Technical College-Mid Florida Campus,NULL,NULL,NULL,NULL
Beauty Schools of America-Miami,NULL,NULL,NULL,NULL
Paul Mitchell the School-Jacksonville,NULL,NULL,NULL,NULL
North Florida Community College,3054,11400,NULL,NULL
University of North Florida,6394,20798,0.587137365,1176
Nova Southeastern University,29880,29930,0.581694305,1201
Northwest Florida State College,3133,11940,NULL,NULL
Orange Technical College-Orlando Campus,NULL,NULL,NULL,NULL
Palm Beach Atlantic University,29950,29950,0.973913043,1115
Palm Beach State College,2444,8732,NULL,NULL
Pasco-Hernando State College,3155,12032,NULL,NULL
Pensacola State College,2704,10875,NULL,NULL
Pinellas Technical College-Clearwater,NULL,NULL,NULL,NULL
Polk State College,3366,12272,NULL,NULL
Radford M Locklin Technical Center,NULL,NULL,NULL,NULL
Saint Vincent de Paul Regional Seminary,NULL,NULL,NULL,NULL
Ridge Technical College,3918,10398,NULL,NULL
Ringling College of Art and Design,44560,44560,0.639097744,NULL
Toni & Guy Hairdressing Academy-Jacksonville,NULL,NULL,NULL,NULL
Robert Morgan Educational Center and Technical College,NULL,NULL,NULL,NULL
Rollins College,48335,48335,0.63885218,NULL
First Coast Technical College,NULL,NULL,NULL,NULL
Saint Leo University,22220,22220,0.584850692,1056
St Petersburg College,3352,11607,NULL,NULL
Pinellas Technical College-St. Petersburg,NULL,NULL,NULL,NULL
Santa Fe College,2563,9189,NULL,NULL
Suncoast Technical College,NULL,NULL,NULL,NULL
Argosy University-Sarasota,13438,13438,NULL,NULL
Seminole State College of Florida,3131,11456,NULL,NULL
Sheridan Technical College,NULL,NULL,NULL,NULL
Saint John Vianney College Seminary,21000,21000,0.9,NULL
Saint Johns River State College,2839,10347,NULL,NULL
South Florida State College,3165,11859,NULL,NULL
University of South Florida-Main Campus,6410,17324,0.444665793,1234
St. Thomas University,29730,29730,0.487131493,993
Stetson University,44490,44490,0.678315718,NULL
Southeastern University,25360,25360,0.534981459,1063
Bene's Career Academy,NULL,NULL,NULL,NULL
Riveroak Technical College,NULL,NULL,NULL,NULL
Tallahassee Community College,2026,8062,NULL,NULL
Talmudic College of Florida,13250,13250,NULL,NULL
Altierus Career College-Tampa,12879,12879,NULL,NULL
The University of Tampa,28426,28426,0.532568919,1171
Big Bend Technical College,NULL,NULL,NULL,NULL
Tom P Haney Technical Center,NULL,NULL,NULL,NULL
Trinity Baptist College,11640,11640,0.344680851,933
Trinity College of Florida,16340,16340,0.918032787,922
Fashion Focus Hair Academy,NULL,NULL,NULL,NULL
Valencia College,2474,9383,NULL,NULL
Warner University,21216,21216,0.414808917,946
Florida Panhandle Technical College,NULL,NULL,NULL,NULL
Webber International University,25358,25358,0.448258706,996
Rasmussen College-Florida,10935,10935,NULL,NULL
The University of West Florida,6360,19241,0.495843436,1185
Orange Technical College-Westside Campus,NULL,NULL,NULL,NULL
William T McFatter Technical College,NULL,NULL,NULL,NULL
Orange Technical College-Winter Park Campus,NULL,NULL,NULL,NULL
Withlacoochee Technical College,NULL,NULL,NULL,NULL
Abraham Baldwin Agricultural College,3503,10241,0.70212766,1013
Agnes Scott College,39960,39960,0.655801825,NULL
Interactive College of Technology-Chamblee,9890,9890,NULL,NULL
Interactive College of Technology-Morrow,9770,9770,NULL,NULL
Albany Technical College,2712,4848,NULL,NULL
Albany State University,5675,16136,NULL,NULL
Andrew College,16560,16560,0.405080214,930
Armstrong State University,5439,15900,0.796214789,1054
The Art Institute of Atlanta,17590,17590,NULL,NULL
Georgia Career Institute,NULL,NULL,NULL,NULL
Atlanta Technical College,2816,4952,NULL,NULL
Point University,20600,20600,0.350640114,968
Atlanta Metropolitan State College,3416,9880,NULL,NULL
Atlanta's John Marshall Law School,NULL,NULL,NULL,NULL
Atlanta School of Massage,NULL,NULL,NULL,NULL
Clark Atlanta University,21892,21892,0.579268293,1000
Augusta Technical College,2794,4930,NULL,NULL
Bainbridge State College,3270,9467,NULL,NULL
Berry College,35176,35176,0.616018542,1247
Beulah Heights University,9880,9880,NULL,NULL
Brenau University,28510,28510,0.661265823,1004
Brewton-Parker College,17740,17740,0.989830508,922
Brown College of Court Reporting,12945,12945,0.833333333,NULL
College of Coastal Georgia,4496,12918,0.946862996,937
West Georgia Technical College,2838,4974,NULL,NULL
Carver Bible College,12685,12685,NULL,NULL
Clayton  State University,5419,15880,0.417873397,NULL
Columbia Theological Seminary,NULL,NULL,NULL,NULL
Columbus Technical College,2704,4840,NULL,NULL
Columbus State University,6134,16920,0.534022394,1011
Georgia Northwestern Technical College,2774,4910,NULL,NULL
Covenant College,33170,33170,0.952312139,1269
Dalton State College,4212,12634,NULL,NULL
Pro Way Hair School,NULL,NULL,NULL,NULL
South University-Savannah,17014,17014,NULL,NULL
East Georgia State College,3110,9307,NULL,NULL
Emmanuel College,19710,19710,0.430741734,1022
Emory University,49392,49392,0.246197643,1437
Georgia Highlands College,3288,9485,NULL,NULL
Fort Valley State University,6658,19738,0.436631698,564
Grady Health System Professional Schools,NULL,NULL,NULL,NULL
Georgia Institute of Technology-Main Campus,12418,33014,0.23395879,1389
Georgia Southwestern State University,5341,15802,0.674745895,1045
Georgia College & State University,9346,28060,0.789924187,1199
Georgia Southern University,6356,17142,0.682895023,1174
Georgia State University,9112,23971,0.650114391,1128
University of Georgia,11818,30392,0.540120008,1316
Gordon State College,3828,10010,0.836386215,924
Southern Crescent Technical College,2840,4974,NULL,NULL
Gupton Jones College of Funeral Service,11700,11700,NULL,NULL
Gwinnett College-Lilburn,9925,9925,NULL,NULL
Gwinnett Technical College,2868,5004,NULL,NULL
Interdenominational Theological Center,NULL,NULL,NULL,NULL
LaGrange College,29480,29480,0.568932039,1100
Lanier Technical College,3282,5952,NULL,NULL
Life University,11715,11715,0.688963211,957
Chattahoochee Technical College,2782,4918,NULL,NULL
Herzing University-Atlanta,13850,13850,0.79408284,NULL
Mercer University,36000,36000,0.732575279,1285
Morehouse College,27278,27278,0.744146445,1050
Morehouse School of Medicine,NULL,NULL,NULL,NULL
North Georgia Technical College,2734,4870,NULL,NULL
